#Lon Lat Ve Vn Vu Se Sn Su Name
96.0518550456 20.7521074089 27.671042448664178 2.6149079738094345 1.9439853082154028 0.5967187720755992 0.5927951693641775 0.7877364482889191 0014
95.7474503603 20.8087037628 28.59030996810512 12.62951578877375 -1.8163375725933597 0.3836030571784624 1.3714903317484983 1.1912136720850128 0015
95.7779222726 22.3672015133 28.141019506478795 15.168197191188204 1.1901163858280286 0.4198290458342181 0.0185625520882951 4.176944562404161 WETL
96.0810119693 21.6356815286 30.15806474969396 14.783365073380146 -543.9551296262154 2.0878498402842003 2.0787323145978784 11.565512423083112 NYAN
95.5021667038 20.4943129277 32.23809638865537 13.616057815473706 -2.877214836986924 0.5937719199966703 0.5912671131012363 0.7360399156041063 0017
96.1238679186 16.9737251965 29.78987023332646 5.538793282582273 2.545452920450738 0.0391972856403438 0.1776165142991459 0.500081535351344 YNGN
95.881386993 20.699001059 27.10881916470634 10.444045925059726 -1.7304827857541003 0.0672302425872584 0.0424474568015516 0.4362169822920532 MEIK
93.6086861004 18.8465004762 41.001506319475794 28.374746760199063 -1.6329128229144385 0.5576903551719 0.5544286621907814 0.6417405840163215 0321
97.4079281015 24.3309680812 24.990780939296176 -7.929393151999028 -75.3111820348911 0.6447449224291891 0.5251874941695854 3.097197906852739 BHAM
95.5952186412 21.9618278862 28.06900561965235 20.39619679632141 60.4954686822468 0.6503842646009166 0.5709804738531036 2.6880608438584983 HTIS
96.7299933268 26.3320374099 33.853370623368235 8.957020285533291 -63.12963444656372 0.4713354257209984 0.4320753268233315 2.061274969996446 TANA
95.8086306281 22.161785195 28.150333517941508 11.510507761703131 2.198860355123057 0.2365696959201497 1.7908101251758068 8.17334537677671 THIT
95.4653647268 21.5162590249 29.44015651476125 14.37033577314392 -12.44208887671932 0.9657652127339016 0.6815832086070925 1.6477470069125568 0001
96.0927106293 20.4902722036 29.94844892518513 1.3144488365894462 4.252285704177451 0.6001436207552652 0.5942203830936583 0.8052117618531667 0019
97.7039216108 16.0749780642 23.91375644754581 -13.694259617696249 -2.947175322502035 0.3806807178831101 0.6395891590387749 0.280022720899454 KYAI
93.5097929603 19.3975158715 42.91646772089341 27.78700810440916 -5.184635663327663 0.5621359478210981 0.5589326497419477 0.7291135126398977 0324
95.2858829259 22.0492796092 27.55598790060437 15.69755046946142 126.95850495647171 1.3259803672363326 3.137052839694341 85.00182474968751 KWEH
95.7566666501 21.986040196 27.318105042673512 13.208914980089096 -2.0253208787039045 0.0670515962230259 0.5497663448337956 2.863400083718476 LEGY
94.1363081944 19.344499408 38.44162682335135 21.91786858097096 -1.6867934480476232 0.5613467992839876 0.5581576566511187 0.717680717518279 0325
96.5623091604 25.626162511 32.1230687201456 10.56511788098194 -83.63773918714516 0.3699641166123868 0.3386114871454072 1.6906979950543806 NAMY
95.9190597199 21.6715353077 27.00266453239439 15.301994602183894 7.25596639831133 0.7805032592126879 0.7009580285493384 3.241084600495709 CHAU
91.8309909817 24.9194160448 42.63541655913555 30.15391294264473 -12.150996511382044 0.1735356645759359 0.1557557770165482 0.712291340198077 SUST
96.3173238642 22.3242544259 27.98517162675808 -5.272155779564038 -2.14050004775437 0.3559476914908515 1.405546862951414 1.174163919576777 KUNT
95.0423634729 21.7524384412 30.320924670897373 16.068918438253416 -11.083922229600208 0.5963471167476798 0.5923754543755999 0.7672967159698139 0054
96.8064205164 25.3247018959 24.493631596315332 -4.821515415716597 -62.99632065626537 0.473498930579219 0.4576260702518845 2.177561306789076 MOGA
96.1718886423 21.9892208122 25.789663409878337 -0.1890560700363992 52.953279790008594 0.7631567991452194 1.3157559904262237 49.085194602991365 YANG
95.1254127135 20.8394681197 29.174935130882016 15.890549771292756 -6.991352259890888 0.8280688292636952 0.6644107495828865 1.7688259516278064 0064
95.5147630161 18.9860897513 33.081558679805376 12.843709829451106 4.930786123596525 1.405998740629237 0.762390707253764 3.51749691609634 0097
96.5462996228 16.7734807493 22.29381578947192 -2.1803947368426573 -9.000131578945732 3.620266880877575 2.974996711979134 14.13985109561626 0707
96.4483963364 17.4707193884 37.527763157894086 4.821842105261558 -16.780394736839934 4.518845028080553 3.608026318188419 18.023602552721787 1225
95.1432876422 18.2990107127 35.411024435288645 15.096263775257665 4.818967343743621 0.6467461034944495 0.6414968339943297 1.432402677120359 0317
95.7502419403 23.8478343316 28.193089277037902 14.075714358784795 -63.3823751740019 0.3987921255759483 0.3575156792526673 1.7615844069523003 WUNT
96.5351810173 22.0596205711 26.00662070772305 -4.502980820942553 44.72843833518208 0.8151679364251102 1.3165081274082129 66.49753707221821 YWEN
95.6545830349 16.7296732407 34.85905332907302 14.47934780335826 -3.428347155249489 0.0445296986939418 1.3073212963282494 0.2389634937000309 1020
95.7099865517 18.363904438 33.86957306853507 13.701917124900032 1.4899360964205348 0.6386788134905603 0.6230663881316937 1.2330315173055544 0316
96.5031292587 18.5171126453 32.06081468793987 -5.958027210004463 4.600886032665507 0.6246600079505209 0.6031131245791114 1.0630513328935918 0315
96.5049055703 18.2003842567 31.29953347079082 -4.077147450942658 5.666107344781802 0.6099194860823727 0.6053124777392639 1.1477340980021895 0314
96.3290671558 24.1774292829 27.695939934056323 -3.4133885057115574 -57.00830957545867 0.5342379077222023 0.4890459950230603 2.458799804177876 KATH
96.0265643606 19.9226563307 25.678093192656167 4.036028268091051 -2.468599034570415 0.6252428817981002 0.6116672871685551 1.1276349522740738 0078
96.5107794583 17.7074353857 32.324482799241466 -3.881511619604133 5.436115609213718 0.8874163803808652 0.1630897388073743 0.1316128332611273 0312
97.6434609733 16.8785703004 29.12790123456692 -5.168580246913685 -5.781419753085789 1.9634559061543264 1.6657974688217876 7.771257938006821 1629
95.0191855183 21.0358142983 30.626366440464214 15.24410907959531 -12.554589375815384 0.618350031217722 0.6056382434055314 0.986335986918984 0061
96.3180014552 25.6148283567 32.83407560172823 11.142810972266236 -70.81739635364536 0.5190043003596009 0.4698684023799593 2.3297239785358355 PHAK
95.3112635214 21.2608419023 30.71438496566344 14.759132834787088 -11.446488604925664 0.6145579112885665 0.6050095708868632 0.990101590589704 056A
94.8624600144 20.8393362701 28.29824730372865 16.085822658325103 -9.944927539269488 0.6171917201204027 0.6045435389024578 0.9778916675662356 0063
96.3228877079 21.473037204 26.82305117369057 -3.262952971608477 -5.73824030561593 0.0411392680885072 1.0210026016863136 4.152767946221412 KINV
96.0110766237 22.0031312379 27.06083553390042 5.666779750735524 2.909855097051878 0.0629360916431926 0.9569435627650617 10.1170763617216 LEPX
95.9192564358 21.9913467686 27.0781354170534 9.901100700616963 28.15104866690945 0.4039184069990227 0.7563858618000185 42.69290192881866 SAYE
95.0702554281 17.3915916518 34.012132831120354 13.456659854787858 4.550584463201591 1.380865370500881 1.9294837507972469 0.8813848984643039 0308
95.2206570687 18.8178127902 36.32572944297935 18.395225464190315 4.337400530503468 4.568992005790434 3.785840891417393 18.27888612359545 PYAY
95.8406065792 17.7928650005 32.640075283244215 13.219390759443977 12.513059163983735 0.6162725833177986 0.6087419397792883 1.1631477893648974 0311
94.8017416813 19.7754719336 31.10066655010132 16.94270759290621 -5.736087367497094 0.5798329303095432 0.5705053944577214 1.010003580400058 0085
95.0164736726 20.0020826252 33.18473271265525 15.186984473836882 -5.091667666345412 0.6040822096229724 0.5989169139995524 0.8936215151477165 0076
94.4428974647 16.9585650161 33.648573340993444 20.66072180131205 5.063194450354993 0.0341149401774656 0.0052383359246593 0.042381761597181 0305
95.4375485035 17.6411449825 34.639505371116584 19.927674793600985 -14.702566200578088 3.946428844453588 3.515010096585321 16.533923050800016 HTDU
93.896735375 21.3828960647 31.75664449997373 22.360958881301023 3.1150883272625163 0.009099130446248 1.4961995514288549 15.150639074152066 MIND
95.4204647787 17.5844107296 36.15886318894336 17.657902443796644 -23.309172375964504 3.4363346213406496 2.973071214002197 13.384507990416347 1748
94.7393242147 16.8997340932 31.443913895313027 9.02428894406597 2.4165899393568533 1.233331784829915 2.886230027060241 0.556924027456034 0304
94.5771185548 17.5941977704 35.99137012137036 19.725988413190823 5.581041562106997 0.7689666797278165 1.1994552221355412 1.1380802677281274 0307
97.5604490184 16.0803750776 23.67931184596953 -12.715796914861867 -1.3644762567768016 0.6155877692788335 0.6081909753077529 0.03660762072687 KYA2
95.6986348038 19.7579174208 41.40671061256916 17.692637926392962 -2.997522124757399 0.5571469805978599 0.5549379312812243 0.653949561068987 0087
96.32119265 21.88979286 27.01054508114356 -3.4794335734331567 -1.86321640295244 0.0231266284532286 1.027250989348356 2.734016241036373 ZIBI
94.5367556858 17.692442001 33.622418501300324 21.47383425701811 33.86463571046636 0.5310788490599525 0.956781081788746 52.44406013388439 LAUN
97.3998538518 27.349690009 34.86711090374462 -7.954389487679637 -56.74445936549742 0.3761056200441412 0.3544277520722225 1.7021815566396503 PUTA
96.1108189828 22.3597813701 29.91640300480202 -4.117187623770642 0.0195154547780347 0.3791200354197924 1.7970146721469835 0.5971507824516168 BODA
94.7448129782 18.668697676 37.070180286932256 17.10533102076048 0.7402484306422514 0.2146805165047458 0.0037555138622473 0.2003337746308987 0319
95.250633975 20.2775626469 30.52667295174344 14.885347396493174 -9.956919603696964 1.0730270450746968 0.8012036303913971 3.148166417914052 0073
96.0431231594 23.9291731344 28.970753053766867 11.739945657969024 -61.64929590014789 0.4371867218023447 0.3884051293959776 1.855690995455919 PEIN
95.0703251378 18.9968731248 33.69417569260602 15.527261185698958 -1.1461164080747157 1.3911577343686408 0.3745145085020747 0.8733999084677538 0098
97.432762236 25.4329643623 24.71859861743908 -9.912435782656912 -158.77394687228423 0.2955127572185004 0.2550497422542074 1.4137062054110945 MYIT
95.2533860102 19.9598447617 34.141509316363205 14.736864248811465 -5.8223625087618185 1.221547629207403 0.4546137944019465 0.5785045751572309 0083
94.3016337115 16.5184361457 32.04497708679402 20.934197288211703 5.632354445875848 0.357287853139736 0.7452650958971164 0.0997046036322319 0303
